1,56677568,500000
2,56677568,500000
3,56677568,500000
4,56677568,500000
5,56677568,500000
6,56677568,500000
7,59088757655,126210
8,56677568,500000
9,56677568,500000
10,56677568,500000
11,227047620138,11120
12,56677568,500000
13,56677568,500000
14,40034654911,171960
15,56677568,500000
16,6405832416,254820
17,56677568,500000
18,56677568,500000
19,56677568,500000
20,1716763140,476780
21,56677568,500000
22,56677568,500000
23,56677568,500000
24,56677568,500000
25,747316788790,52920
26,56677568,500000
27,1423760568,430280
28,404591590880,73120
29,56677568,500000
30,56677568,500000
31,11316023386,227920
32,56677568,500000
33,56677568,500000
34,56677568,500000
35,56677568,500000
36,56677568,500000
37,56677568,500000
38,56677568,500000
39,56677568,500000
40,465746821155,54780
41,56677568,500000
42,56677568,500000
43,56677568,500000
44,56677568,500000
45,498619510577,50960
46,56677568,500000
47,56677568,500000
48,10342279307,212230
49,3095414840,277880
50,56677568,500000
51,56677568,500000
52,56677568,500000
53,56677568,500000
54,56677568,500000
55,323325496221,76120
56,56677568,500000
57,56677568,500000
58,56677568,500000
59,2385155183,364560
60,56677568,500000
61,56677568,500000
62,56677568,500000
63,56677568,500000
64,56677568,500000
65,56677568,500000
66,56677568,500000
67,56677568,500000
68,56677568,500000
69,56677568,500000
70,1438478924,454390
71,9715555852,229720
72,1665138007,388800
73,76347563722,146240
74,56677568,500000
75,56677568,500000
76,56677568,500000
77,56677568,500000
78,56677568,500000
79,56677568,500000
80,7423848527,247740
81,56677568,500000
82,56677568,500000
83,1510972433,354840
84,56677568,500000
85,56677568,500000
86,56677568,500000
87,56677568,500000
88,56677568,500000
89,56677568,500000
90,56677568,500000
91,56677568,500000
92,2361848360,446780
93,56677568,500000
94,56677568,500000
95,56677568,500000
96,56677568,500000
97,56677568,500000
98,56677568,500000
99,56677568,500000
100,56677568,500000
101,56677568,500000
102,56677568,500000
103,56677568,500000
104,1427131730,325580
105,56677568,500000
106,56677568,500000
107,56677568,500000
108,56677568,500000
109,56677568,500000
110,56677568,500000
111,56677568,500000
112,56677568,500000
113,56677568,500000
114,56677568,500000
115,56677568,500000
116,56677568,500000
117,56677568,500000
118,56677568,500000
119,56677568,500000
120,47192282112,139680
121,56677568,500000
122,922171865,331960
123,56677568,500000
124,56677568,500000
125,56677568,500000
126,56677568,500000
127,16172556788,219580
128,56677568,500000
129,56677568,500000
130,142632029615,107200
131,56677568,500000
132,56677568,500000
133,56677568,500000
134,56677568,500000
135,56677568,500000
136,56677568,500000
137,1292563606,367600
138,56677568,500000
139,56677568,500000
140,56677568,500000
141,56677568,500000
142,56677568,500000
143,56677568,500000
144,56677568,500000
145,56677568,500000
146,56677568,500000
147,3171863790,352480
148,1018548656849,14200
149,134360639995,95360
150,56677568,500000
151,56677568,500000
152,56677568,500000
153,56677568,500000
154,56677568,500000
155,56677568,500000
156,56677568,500000
157,56677568,500000
158,56677568,500000
159,56677568,500000
160,110188822844,119780
161,56677568,500000
162,2205309072,268900
163,226908078996,111440
164,56677568,500000
165,56677568,500000
166,56677568,500000
167,3882822612,292010
168,3415464158,447230
169,56677568,500000
170,56677568,500000
171,56677568,500000
172,183737779476,95840
173,188897786091,101900
174,56677568,500000
175,2885148016,463070
176,3233657865,487640
177,56677568,500000
178,56677568,500000
179,56677568,500000
180,56677568,500000
181,4167025925,364700
182,56677568,500000
183,56677568,500000
184,26319171264,187140
185,110986288971,147320
186,1893787486,463720
187,999224237615,7720
188,56677568,500000
189,56677568,500000
190,56677568,500000
191,56677568,500000
192,56677568,500000
193,56677568,500000
194,56677568,500000
195,56677568,500000
196,696136176359,12860
197,56677568,500000
198,56677568,500000
199,56677568,500000
200,56677568,500000
201,2824897962,399000
202,56677568,500000
203,56677568,500000
204,3073876959,472720
205,56677568,500000
206,56677568,500000
207,101404177959,101160
208,2245326312,463360
209,56677568,500000
210,56677568,500000
211,56677568,500000
212,56677568,500000
213,56677568,500000
214,56677568,500000
215,8141633278,250900
216,56677568,500000
217,56677568,500000
218,7025478513,221600
219,56677568,500000
220,27750608978,176620
221,381383888220,88190
222,3061283705,365120
223,56677568,500000
224,56677568,500000
225,56677568,500000
226,56677568,500000
227,6004093408,224820
228,56677568,500000
229,56677568,500000
230,86028048791,115800
231,56677568,500000
232,841165714,348980
233,56677568,500000
234,56677568,500000
235,56677568,500000
236,56677568,500000
237,3206198475,497660
238,56677568,500000
239,56677568,500000
240,56677568,500000
241,56677568,500000
242,56677568,500000
243,56677568,500000
244,56677568,500000
245,56677568,500000
246,56677568,500000
247,56677568,500000
248,56677568,500000
249,56677568,500000
250,56677568,500000
251,56677568,500000
252,56677568,500000
253,1574795840,278240
254,221683089744,110240
255,56677568,500000
256,207176916366,106680
257,56677568,500000
258,56677568,500000
259,56677568,500000
260,56677568,500000
261,109809422186,107320
262,2518409960,305500
263,56677568,500000
264,118248709119,144400
265,56677568,500000
266,56677568,500000
267,987801125718,34540
268,56677568,500000
269,56677568,500000
270,56677568,500000
271,56677568,500000
272,56677568,500000
273,884394336461,34600
274,56677568,500000
275,56677568,500000
276,56677568,500000
277,56677568,500000
278,56677568,500000
279,56677568,500000
280,56677568,500000
281,56677568,500000
282,5933828945,270040
283,56677568,500000
284,56677568,500000
285,56677568,500000
286,56677568,500000
287,56677568,500000
288,56677568,500000
289,56677568,500000
290,56677568,500000
291,4820691739,248430
292,492050445063,38170
293,21079331524,225710
294,71926521521,113360
295,56677568,500000
296,809417160619,22060
297,56677568,500000
298,5459003213,291640
299,8437447254,216800
300,56677568,500000
301,56677568,500000
302,56677568,500000
303,5261496079,310320
304,5702613929,288380
305,56677568,500000
306,56677568,500000
307,56677568,500000
308,56677568,500000
309,56677568,500000
310,56677568,500000
311,56677568,500000
312,79851255848,160120
313,56677568,500000
314,56677568,500000
315,56677568,500000
316,56677568,500000
317,56677568,500000
318,56677568,500000
319,56677568,500000
320,650512066028,64220
321,56677568,500000
322,56677568,500000
323,56677568,500000
324,56677568,500000
325,56677568,500000
326,2095538040,432480
327,56677568,500000
328,454254853392,65420
329,2461238256,423230
330,56677568,500000
331,56677568,500000
332,56677568,500000
333,56677568,500000
334,56677568,500000
335,56677568,500000
336,29898006655,173220
337,56677568,500000
338,56677568,500000
339,56677568,500000
340,10640832339,230120
341,56677568,500000
342,10899221473,244200
343,56677568,500000
344,99349976890,136540
345,56677568,500000
346,56677568,500000
347,121210184988,124120
348,56677568,500000
349,56677568,500000
350,56677568,500000
351,56677568,500000
352,56677568,500000
353,56677568,500000
354,56677568,500000
355,56677568,500000
356,2494930847,344440
357,142054932669,131080
358,69534965032,143580
359,56677568,500000
360,56677568,500000
361,56677568,500000
362,397622049395,42000
363,56677568,500000
364,568804379783,33660
365,56677568,500000
366,56677568,500000
367,2258934436,284240
368,56677568,500000
369,56677568,500000
370,56677568,500000
371,56677568,500000
372,321865578632,24600
373,56677568,500000
374,56677568,500000
375,87688800197,150520
376,56677568,500000
377,153901008604,119080
378,56677568,500000
379,56677568,500000
380,56677568,500000
381,56677568,500000
382,791778610511,51140
383,56677568,500000
384,56677568,500000
385,56677568,500000
386,56677568,500000
387,56677568,500000
388,56677568,500000
389,56677568,500000
390,1366821923,492160
391,145503913690,115120
392,56677568,500000
393,56677568,500000
394,56677568,500000
395,56677568,500000
396,56677568,500000
397,56677568,500000
398,56677568,500000
399,2322744016,446940
400,4031210155,395220
401,59728535933,162040
402,56677568,500000
403,56677568,500000
404,56677568,500000
405,38821047594,154160
406,56677568,500000
407,56677568,500000
408,56677568,500000
409,56677568,500000
410,56677568,500000
411,56677568,500000
412,56677568,500000
413,2603573587,492390
414,56677568,500000
415,56677568,500000
416,56677568,500000
417,56677568,500000
418,56677568,500000
419,56677568,500000
420,56677568,500000
421,4448141497,345620
422,56677568,500000
423,56677568,500000
424,402872544928,94860
425,3791160612,245640
426,4814312478,315540
427,56677568,500000
428,56677568,500000
429,56677568,500000
430,56677568,500000
431,56677568,500000
432,26929691890,192640
433,56677568,500000
434,56677568,500000
435,56677568,500000
436,56677568,500000
437,56677568,500000
438,56677568,500000
439,3905771333,276270
440,56677568,500000
441,1979883568,296240
442,56677568,500000
443,56677568,500000
444,56677568,500000
445,56677568,500000
446,56677568,500000
447,56677568,500000
448,4832696949,309300
449,56677568,500000
450,56677568,500000
451,56677568,500000
452,56677568,500000
453,56677568,500000
454,56677568,500000
455,56677568,500000
456,56677568,500000
457,56677568,500000
458,56677568,500000
459,56677568,500000
460,56677568,500000
461,56677568,500000
462,56677568,500000
463,56677568,500000
464,56677568,500000
465,257441286979,89560
466,56677568,500000
467,56677568,500000
468,56677568,500000
469,56677568,500000
470,56677568,500000
471,56677568,500000
472,56677568,500000
473,56677568,500000
474,102772145026,117960
475,56677568,500000
476,56677568,500000
477,56677568,500000
478,56677568,500000
479,56677568,500000
480,56677568,500000
481,56677568,500000
482,3739768166,348640
483,56677568,500000
484,56677568,500000
485,56677568,500000
486,94466284969,138700
487,56677568,500000
488,56677568,500000
489,56677568,500000
490,56677568,500000
491,56677568,500000
492,56677568,500000
493,56677568,500000
494,5240885728,317480
495,56677568,500000
496,56677568,500000
497,56677568,500000
498,56677568,500000
499,56677568,500000
500,2909726996,397860
501,56677568,500000
502,1864020722,330720
503,274689813368,92760
504,56677568,500000
505,56677568,500000
506,56677568,500000
507,186380639549,113340
508,56677568,500000
509,56677568,500000
510,56677568,500000
511,56868198634,155420
512,251925092108,103800
513,56677568,500000
514,56677568,500000
515,56677568,500000
516,56677568,500000
517,56677568,500000
518,56677568,500000
519,56677568,500000
520,56677568,500000
521,56677568,500000
522,4186550317,351720
523,56677568,500000
524,56677568,500000
525,56677568,500000
526,56677568,500000
527,56677568,500000
